"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.Index","Input.UID1","Input.Ques1","Input.Ans1","Input.UID2","Input.Ques2","Input.Ans2","Answer.ans_sen_1","Answer.ans_sen_2","Approve","Reject"
"3K2CEDRACCDMF9EMJGU7RQM17FHMTE","3UFCYGUHNQGBNJ75P9EOOL4SCCNNTT","Phrase a answer in a sentence given the question answer pair","You are provided with a question and its short answer. The task here is to phrase a sentence using the answer and question.","english,nlp,grammar, nlg","$0.04","Fri Feb 28 06:03:04 PST 2020","1","BatchId:3937268;OriginalHitTemplateId:928390828;","120","172800","Mon Mar 02 06:03:04 PST 2020","","","30OG32W0SWNSVSEJVOPET37NVVLNE7","AJ42YMOV3NRJO","Approved","Fri Feb 28 06:26:02 PST 2020","Fri Feb 28 06:26:34 PST 2020","Sun Mar 01 06:26:34 PST 2020","Sun Mar 01 06:27:12 PST 2020","","","32","100% (20/20)","100% (20/20)","100% (20/20)","600","32320","Where was Efrem Zimbalist, Jr. educated ?","Yale University","734","Which sport did Georg Tischler participate in ?","discus throw","Efrem Zimbalist, Jr was educated in Yale University.","Georg Tischler participate in discus throw."
"306996CF6XWPNYYGQ8KO74SC3XNB16","3UFCYGUHNQGBNJ75P9EOOL4SCCNNTT","Phrase a answer in a sentence given the question answer pair","You are provided with a question and its short answer. The task here is to phrase a sentence using the answer and question.","english,nlp,grammar, nlg","$0.04","Fri Feb 28 06:03:25 PST 2020","1","BatchId:3937268;OriginalHitTemplateId:928390828;","120","172800","Mon Mar 02 06:03:25 PST 2020","","","3YOH7BII0BJ8PXF2T1M81FE51VJKV5","A3O0NNIW4KA2PV","Approved","Fri Feb 28 06:26:24 PST 2020","Fri Feb 28 06:26:51 PST 2020","Sun Mar 01 06:26:51 PST 2020","Sun Mar 01 06:27:12 PST 2020","","","27","100% (96/96)","100% (96/96)","100% (76/76)","200","9498","Where is Cytochrome c oxidase, subunit I    FP0379 found ?","Flavobacterium psychrophilum JIP02/86","1324","Which city was Magic Magic filmed on ?","Chile","Cytochrome c oxidase, subunit I FP0379 is found in Flavobacterium psychrophilum JIP02/86.","Magic Magic was filmed on Chile."
"3B6F54KMR3OO4KFI1U6JXT2C7L8S1N","3UFCYGUHNQGBNJ75P9EOOL4SCCNNTT","Phrase a answer in a sentence given the question answer pair","You are provided with a question and its short answer. The task here is to phrase a sentence using the answer and question.","english,nlp,grammar, nlg","$0.04","Fri Feb 28 06:03:04 PST 2020","2","BatchId:3937268;OriginalHitTemplateId:928390828;","120","172800","Mon Mar 02 06:03:04 PST 2020","","","30H4UDGLT4UQA1I9S1QPA0HR4CAMPO","A3BCGN11HDM8QR","Rejected","Fri Feb 28 06:06:33 PST 2020","Fri Feb 28 06:06:41 PST 2020","Sun Mar 01 06:06:41 PST 2020","","Fri Feb 28 06:09:11 PST 2020","poor quality","8","0% (0/4)","0% (0/4)","0% (0/4)","601","40349","What is the secondary school where Felix Edward Hébert was educated ?","Jesuit High School","5301","Who was a contestant in floorball ?","De Studerendes Idræt Odense","good","good"
"3B6F54KMR3OO4KFI1U6JXT2C7L8S1N","3UFCYGUHNQGBNJ75P9EOOL4SCCNNTT","Phrase a answer in a sentence given the question answer pair","You are provided with a question and its short answer. The task here is to phrase a sentence using the answer and question.","english,nlp,grammar, nlg","$0.04","Fri Feb 28 06:03:04 PST 2020","2","BatchId:3937268;OriginalHitTemplateId:928390828;","120","172800","Mon Mar 02 06:03:04 PST 2020","","","31Z0PCVWUMR5HQ4T5CXKWSLYYQ1T7Q","AWPPIW21DGL29","Approved","Fri Feb 28 06:10:50 PST 2020","Fri Feb 28 06:11:39 PST 2020","Sun Mar 01 06:11:39 PST 2020","Sun Mar 01 06:12:12 PST 2020","","","49","100% (32/32)","100% (32/32)","100% (32/32)","601","40349","What is the secondary school where Felix Edward Hébert was educated ?","Jesuit High School","5301","Who was a contestant in floorball ?","De Studerendes Idræt Odense","Felix Edward Hébert was educated in Jesuit High School.","De Studerendes Idræt Odense was a contestant in floorball."
"3IQ9O0AYW7B0JQOVY1WFZXFKQ6XTI5","3UFCYGUHNQGBNJ75P9EOOL4SCCNNTT","Phrase a answer in a sentence given the question answer pair","You are provided with a question and its short answer. The task here is to phrase a sentence using the answer and question.","english,nlp,grammar, nlg","$0.04","Fri Feb 28 06:03:19 PST 2020","1","BatchId:3937268;OriginalHitTemplateId:928390828;","120","172800","Mon Mar 02 06:03:19 PST 2020","","","3LEP4MGT3ICL2DBMW39LWQP8EU7BDE","A1M93ROHPQL8FX","Approved","Fri Feb 28 06:29:42 PST 2020","Fri Feb 28 06:30:35 PST 2020","Sun Mar 01 06:30:35 PST 2020","Sun Mar 01 06:31:12 PST 2020","","","53","100% (71/71)","100% (71/71)","100% (71/71)","1000","825","Which organization comes from Bande à part ?","A Band Apart","9076","Which sports league does VfB Lübeck contest in ?","Fußball-Regionalliga Nord","Bande à part is part of A Band Apart.","VfB Lübeck competed in  Fußball-Regionalliga Nord."
"3XH7ZM9YX36USAI0QIL7MPFZJVD9RP","3UFCYGUHNQGBNJ75P9EOOL4SCCNNTT","Phrase a answer in a sentence given the question answer pair","You are provided with a question and its short answer. The task here is to phrase a sentence using the answer and question.","english,nlp,grammar, nlg","$0.04","Fri Feb 28 06:03:04 PST 2020","1","BatchId:3937268;OriginalHitTemplateId:928390828;","120","172800","Mon Mar 02 06:03:04 PST 2020","","","3LPW2N6LKVE5UZ5ZHO8X34T4QYJ5UK","A1M93ROHPQL8FX","Approved","Fri Feb 28 06:49:28 PST 2020","Fri Feb 28 06:50:05 PST 2020","Sun Mar 01 06:50:05 PST 2020","Sun Mar 01 06:50:12 PST 2020","","","37","100% (71/71)","100% (71/71)","100% (71/71)","602","50725","Who studied at Wisconsin ?","J. Barkley Rosser, Jr.","11362","Who competed in judo ?","Stanislav Bondarenko","J. Barkley Rosser, Jr. studied at Wisconsin.","Stanislav Bondareno competed in judo."
"3SD15I2WD36FRPV0HLHZKHLHNGQ365","3UFCYGUHNQGBNJ75P9EOOL4SCCNNTT","Phrase a answer in a sentence given the question answer pair","You are provided with a question and its short answer. The task here is to phrase a sentence using the answer and question.","english,nlp,grammar, nlg","$0.04","Fri Feb 28 06:03:25 PST 2020","2","BatchId:3937268;OriginalHitTemplateId:928390828;","120","172800","Mon Mar 02 06:03:25 PST 2020","","","3S06PH7KSTGKPFTUU6GWQECZSIG1DL","A39SVLL7C9VA6N","Rejected","Fri Feb 28 06:29:35 PST 2020","Fri Feb 28 06:29:40 PST 2020","Sun Mar 01 06:29:40 PST 2020","","Fri Feb 28 23:14:09 PST 2020","Cheating the system","5","0% (0/30)","0% (0/30)","0% (0/30)","201","9688","Where is deoxyribonucleotide triphosphate pyrophosphatase    VP2621 found ?","Vibrio parahaemolyticus RIMD 2210633","1371","Which location was Payoff filmed ?","Marseille","o[ugyuogiyu","fiygfuygiyfuyig"
"3SD15I2WD36FRPV0HLHZKHLHNGQ365","3UFCYGUHNQGBNJ75P9EOOL4SCCNNTT","Phrase a answer in a sentence given the question answer pair","You are provided with a question and its short answer. The task here is to phrase a sentence using the answer and question.","english,nlp,grammar, nlg","$0.04","Fri Feb 28 06:03:25 PST 2020","2","BatchId:3937268;OriginalHitTemplateId:928390828;","120","172800","Mon Mar 02 06:03:25 PST 2020","","","3S96KQ6I9OGLYZ53WP06WKVUK9GTDB","A16HYTYJAVIDYN","Submitted","Sat Feb 29 08:07:57 PST 2020","Sat Feb 29 08:08:57 PST 2020","Mon Mar 02 08:08:57 PST 2020","","","","60","100% (41/41)","100% (41/41)","100% (41/41)","201","9688","Where is deoxyribonucleotide triphosphate pyrophosphatase    VP2621 found ?","Vibrio parahaemolyticus RIMD 2210633","1371","Which location was Payoff filmed ?","Marseille","deoxyribonucleotide triphosphate pyrophosphatase VP2621 is found in Vibrio parahaemolyticus RIMD 2210633.","Payoff filmed at Marseille."
"3FDWKV9VCOE1FMTBJLKHWM83QTOMU5","3UFCYGUHNQGBNJ75P9EOOL4SCCNNTT","Phrase a answer in a sentence given the question answer pair","You are provided with a question and its short answer. The task here is to phrase a sentence using the answer and question.","english,nlp,grammar, nlg","$0.04","Fri Feb 28 06:03:04 PST 2020","1","BatchId:3937268;OriginalHitTemplateId:928390828;","120","172800","Mon Mar 02 06:03:04 PST 2020","","","38JBBYETQQM69K4DDJAIUU1N4EO4ER","A2K3R9GN8ZBLAO","Approved","Fri Feb 28 06:06:57 PST 2020","Fri Feb 28 06:08:40 PST 2020","Sun Mar 01 06:08:40 PST 2020","Sun Mar 01 06:09:12 PST 2020","","","103","100% (19/19)","100% (19/19)","100% (19/19)","603","53581","Which public university was James B. Comey educated at ?","College of William & Mary","16174","Which type of sport was Luke Kipkosgei a contestant of ?","Marathon","james B.educated from college of william &mary.","marathon like luke kipkosgei."
"3KG2UQJ0MK0F5B7UEDFCZ00ESYSQN4","3UFCYGUHNQGBNJ75P9EOOL4SCCNNTT","Phrase a answer in a sentence given the question answer pair","You are provided with a question and its short answer. The task here is to phrase a sentence using the answer and question.","english,nlp,grammar, nlg","$0.04","Fri Feb 28 06:03:24 PST 2020","1","BatchId:3937268;OriginalHitTemplateId:928390828;","120","172800","Mon Mar 02 06:03:24 PST 2020","","","3ZGVPD4G6VTO10AZO7P3NCEX8JFZTP","A5T97DI4BI1VW","Approved","Fri Feb 28 06:20:04 PST 2020","Fri Feb 28 06:21:14 PST 2020","Sun Mar 01 06:21:14 PST 2020","Sun Mar 01 06:22:12 PST 2020","","","70","100% (14/14)","100% (14/14)","100% (14/14)","800","37524","Which gene encodes Dual specificity protein phosphatase 21 ?","DUSP21","1489","Who is the partner of Auguste Rodin ?","Camille Claudel","DUSP21 is the gene that encodes Dual specifity protein phosphatase 21.","Camille Claudel is the partner of Auguste Rodin."
