"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.Index","Input.UID1","Input.Ques1","Input.Ans1","Input.UID2","Input.Ques2","Input.Ans2","Answer.ans_sen_1","Answer.ans_sen_2","Approve","Reject"
"3XAOZ9UYR03CR4059QHE2TNBNAQ1QY","3UFCYGUHNQGBNJ75P9EOOL4SCCNNTT","Phrase a answer in a sentence given the question answer pair","You are provided with a question and its short answer. The task here is to phrase a sentence using the answer and question.","english,nlp,grammar, nlg","$0.04","Fri Jan 31 04:39:28 PST 2020","1","BatchId:3907208;OriginalHitTemplateId:928390828;","120","172800","Mon Feb 03 04:39:28 PST 2020","","","3M81GAB8A2VFRMFR1PF5WPW7TI6BQ7","APKO12PP5J5LW","Submitted","Fri Jan 31 05:15:25 PST 2020","Fri Jan 31 05:16:12 PST 2020","Sun Feb 02 05:16:12 PST 2020","","","","47","100% (3/3)","0% (0/0)","0% (0/0)","0","5","What does Luis Quijanes do for a living ?","association football player","3291","Which nucleic acid sequence encodes glycyl-tRNA synthetase subunit beta    SAG0270 ?","glycyl-tRNA synthetase subunit beta SAG0270","Association football player does Luis Quijanes do for a living.","Glycyl-tRNA synthetase subunit beta SAG0270 nucleic acid sequence encodes glycyl-tRNA synthetase subunit beta SAG0270."
"30F94FBDNSWQWIAPSR4YDAB7TTGBT5","3UFCYGUHNQGBNJ75P9EOOL4SCCNNTT","Phrase a answer in a sentence given the question answer pair","You are provided with a question and its short answer. The task here is to phrase a sentence using the answer and question.","english,nlp,grammar, nlg","$0.04","Fri Jan 31 04:39:28 PST 2020","1","BatchId:3907208;OriginalHitTemplateId:928390828;","120","172800","Mon Feb 03 04:39:28 PST 2020","","","3TY7ZAOG5HWSWWEMQ4YJGMOF38FK00","AH7I3K3OJKA5L","Submitted","Fri Jan 31 05:08:30 PST 2020","Fri Jan 31 05:09:15 PST 2020","Sun Feb 02 05:09:15 PST 2020","","","","45","0% (0/0)","0% (0/0)","0% (0/0)","1","40","Which occupation has Jan Lechaba as his/her 's career ?","association football player","3342","What does TetR family transcriptional regulator    VCA0767 encode ?","TetR family transcriptional regulator VCA0767","Jan Lechaba was an association football player.","TetR family transcriptional regulator VCA0767 is encoded by TetR family transcriptional regulator VCA0767."
"3D0LPO3EACB6WYYS62WJRB3LFUGYOK","3UFCYGUHNQGBNJ75P9EOOL4SCCNNTT","Phrase a answer in a sentence given the question answer pair","You are provided with a question and its short answer. The task here is to phrase a sentence using the answer and question.","english,nlp,grammar, nlg","$0.04","Fri Jan 31 04:39:25 PST 2020","1","BatchId:3907208;OriginalHitTemplateId:928390828;","120","172800","Mon Feb 03 04:39:25 PST 2020","","","3BF51CHDTXM1U6DEKJVM3U8NBR9H0R","A25KTIP8BTN06B","Submitted","Fri Jan 31 04:58:42 PST 2020","Fri Jan 31 04:59:31 PST 2020","Sun Feb 02 04:59:31 PST 2020","","","","49","0% (0/0)","0% (0/0)","0% (0/0)","800","431","What can be considered as category for Cyborg Nemesis ?","science fiction film","4834","Which organization is the place of burial of Jan Batory ?","Powązki Cemetery","Cyborg Nemesis is a science fiction film.","Powązki Cemetery is the place of burial of Jan Batory."
"388FBO7JZS5OEDYG5NW6CM3GPKBYN5","3UFCYGUHNQGBNJ75P9EOOL4SCCNNTT","Phrase a answer in a sentence given the question answer pair","You are provided with a question and its short answer. The task here is to phrase a sentence using the answer and question.","english,nlp,grammar, nlg","$0.04","Fri Jan 31 04:39:25 PST 2020","1","BatchId:3907208;OriginalHitTemplateId:928390828;","120","172800","Mon Feb 03 04:39:25 PST 2020","","","3XC1O3LBOUY4WBTV96YUFX3ZPJHLTG","A2EARNRMFJOSIY","Submitted","Fri Jan 31 05:11:03 PST 2020","Fri Jan 31 05:11:54 PST 2020","Sun Feb 02 05:11:54 PST 2020","","","","51","0% (0/0)","0% (0/0)","0% (0/0)","801","498","What can be considered as category for La Fraternité ?","allegory","5071","Which cemetery is the tomb of Paul Beau ?","Père Lachaise Cemetery","Allegory  can be considered as category for La Fraternité.","Père Lachaise Cemetery  is the tomb of Paul Beau."
"3FJ2RVH250IDOQ1FBS66LH7R5G0921","3UFCYGUHNQGBNJ75P9EOOL4SCCNNTT","Phrase a answer in a sentence given the question answer pair","You are provided with a question and its short answer. The task here is to phrase a sentence using the answer and question.","english,nlp,grammar, nlg","$0.04","Fri Jan 31 04:39:28 PST 2020","1","BatchId:3907208;OriginalHitTemplateId:928390828;","120","172800","Mon Feb 03 04:39:28 PST 2020","","","3WS1NTTKE0OHGAM8PT7M09WAVCY0FE","A3RU8IVCE9DJDE","Submitted","Fri Jan 31 05:04:49 PST 2020","Fri Jan 31 05:06:30 PST 2020","Sun Feb 02 05:06:30 PST 2020","","","","101","0% (0/0)","0% (0/0)","0% (0/0)","2","52","What does Krzysztof Michalski do for a living ?","association football player","3900","Which nucleic acid sequence encodes FKBP-type peptidyl-prolyl cis-trans isomerase    HI0574 ?","FKBP-type peptidyl-prolyl cis-trans isomerase HI0574","Krzysztof Michalski is an association football player.","FKBP-type peptidyl-prolyl cis trans isomerase HI0574 is the numeric acid sequence."
"3QGHA0EA0KCIOZEJNW990UI6XNYBWV","3UFCYGUHNQGBNJ75P9EOOL4SCCNNTT","Phrase a answer in a sentence given the question answer pair","You are provided with a question and its short answer. The task here is to phrase a sentence using the answer and question.","english,nlp,grammar, nlg","$0.04","Fri Jan 31 04:39:28 PST 2020","1","BatchId:3907208;OriginalHitTemplateId:928390828;","120","172800","Mon Feb 03 04:39:28 PST 2020","","","3CCZ6YKWR9V7A7HWJDD6786Q9MD59B","A25KTIP8BTN06B","Submitted","Fri Jan 31 05:03:49 PST 2020","Fri Jan 31 05:04:50 PST 2020","Sun Feb 02 05:04:50 PST 2020","","","","61","0% (0/0)","0% (0/0)","0% (0/0)","3","53","Which occupation has Jacob Mellis as his/her 's career ?","association football player","3966","What is the nucleic acid sequence that is encoded by Ino4p YOL108C ?","INO4","Jacob Mellis is an association football player","INO4 is the nucleic acid sequence that is encoded by Ino4p YOL108C"
"3H1C3QRA02V7H4KYGWBYP8HO84TECP","3UFCYGUHNQGBNJ75P9EOOL4SCCNNTT","Phrase a answer in a sentence given the question answer pair","You are provided with a question and its short answer. The task here is to phrase a sentence using the answer and question.","english,nlp,grammar, nlg","$0.04","Fri Jan 31 04:39:28 PST 2020","1","BatchId:3907208;OriginalHitTemplateId:928390828;","120","172800","Mon Feb 03 04:39:28 PST 2020","","","3MAOD8E57SM11S50QTF6HSSU791NXX","A23PQMG7CSE4FS","Submitted","Fri Jan 31 04:52:26 PST 2020","Fri Jan 31 04:53:45 PST 2020","Sun Feb 02 04:53:45 PST 2020","","","","79","0% (0/0)","0% (0/0)","0% (0/0)","200","562","Which sport did Martina Borg participate in ?","football","1816","Which administrative territory has farmer as its toponym ?","Gasselterboerveen","Martina Borg participate in football","The administrative territory Gasselterboerveen has farmer as its toponym"
"32TZXEA1OMW52ZD7BTA1ZQM6RI841J","3UFCYGUHNQGBNJ75P9EOOL4SCCNNTT","Phrase a answer in a sentence given the question answer pair","You are provided with a question and its short answer. The task here is to phrase a sentence using the answer and question.","english,nlp,grammar, nlg","$0.04","Fri Jan 31 04:39:28 PST 2020","1","BatchId:3907208;OriginalHitTemplateId:928390828;","120","172800","Mon Feb 03 04:39:28 PST 2020","","","3BF51CHDTXM1U6DEKJVM3U8NBQ5H0L","AME98XVLFFLCH","Submitted","Fri Jan 31 04:41:27 PST 2020","Fri Jan 31 04:43:05 PST 2020","Sun Feb 02 04:43:05 PST 2020","","","","98","100% (3/3)","0% (0/0)","0% (0/0)","4","77","What is the job of Javier Garrido ?","association football player","3981","What is the nucleic acid sequence that is encoded by Apoptosis regulator Bcl-2 ?","BCL2","javior garrido have a job of football player","bcl2 is the nucleic acid sequence"
"3PEG1BH7AF3RTZK2YIQ6CJOBAGPBKZ","3UFCYGUHNQGBNJ75P9EOOL4SCCNNTT","Phrase a answer in a sentence given the question answer pair","You are provided with a question and its short answer. The task here is to phrase a sentence using the answer and question.","english,nlp,grammar, nlg","$0.04","Fri Jan 31 04:39:25 PST 2020","1","BatchId:3907208;OriginalHitTemplateId:928390828;","120","172800","Mon Feb 03 04:39:25 PST 2020","","","3Y5140Z9DZS4EISI7MSXI7AAJC2PI1","A3O0NNIW4KA2PV","Submitted","Fri Jan 31 05:09:06 PST 2020","Fri Jan 31 05:10:02 PST 2020","Sun Feb 02 05:10:02 PST 2020","","","","56","0% (0/0)","0% (0/0)","0% (0/0)","802","652","Which concept can be considered as genre of Miki Hirayama ?","kayōkyoku","5181","Which temple is the resting place of William Louis, Duke of Württemberg ?","Stiftskirche","Kayōkyoku can be considered as a genre for Miki Hirayama.","Stiftkirche is a the resting place of William Louis, Duke of Württemberg."
"3CMIQF80GO27YQ12FWTVXPESVL66Q1","3UFCYGUHNQGBNJ75P9EOOL4SCCNNTT","Phrase a answer in a sentence given the question answer pair","You are provided with a question and its short answer. The task here is to phrase a sentence using the answer and question.","english,nlp,grammar, nlg","$0.04","Fri Jan 31 04:39:28 PST 2020","1","BatchId:3907208;OriginalHitTemplateId:928390828;","120","172800","Mon Feb 03 04:39:28 PST 2020","","","3P529IW9K0XUD6BUEMT5YTOYYA9FL2","A157LV5C7C5B1U","Submitted","Fri Jan 31 05:08:22 PST 2020","Fri Jan 31 05:09:09 PST 2020","Sun Feb 02 05:09:09 PST 2020","","","","47","0% (0/0)","0% (0/0)","0% (0/0)","201","578","Which type of sport was Frank Castleman a part of ?","athletics","1824","What is Dimorphotheca ecklonis named after ?","Frederik Ecklon","Frank Castleman was part of athletics","Dimorphotheca ecklonis is named after Frederik Ecklon"
